account,company_name,industry,sub_industry,workflow_pattern,classification_source,confidence,ltv,mrr,users,account_age_days,annual_sales,qb_customers,health_score,total_events,invoices,estimates,opportunities,activities,industry_account_count,industry_avg_ltv,industry_median_ltv,industry_total_ltv,industry_avg_users,industry_median_users,industry_avg_mrr,industry_median_mrr,industry_avg_invoices,industry_avg_estimates,industry_avg_opportunities,industry_avg_activities,sub_account_count,sub_avg_ltv,sub_median_ltv,sub_avg_users,sub_median_users,sub_avg_mrr,sub_avg_invoices,sub_avg_estimates,sub_avg_opportunities,sub_avg_activities,website,description,product_types,product_complexity,mwd_vertical,sector,signup_date,qbo_industry
tekkometals,A-Zinc Metal Services,Manufacturing,Metal Fabrication,crm_pipeline,llm_classification,medium,540.0,,2.0,,1436760,93.0,43.0,27,0,0,27,0,26,9205.66,3855.5,239347.07,4.35,3.0,291.12,343.5,503.77,278.77,160.12,2463.77,6.0,2814.28,2239.7,2.17,2.0,,108.33,73.0,37.33,200.67,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Manufacturing (MWD),,2025-07-28,Other building material dealers
catsfilters,"CLEAN AIR TECHNOLOGY SOLUTIONS, LLC",Industrial,Filtration,crm_pipeline,llm_classification,medium,1843.0,,6.0,,0,971.0,12.0,102,0,0,102,0,44,13235.79,8126.12,582374.63,7.7,6.0,509.0,371.5,1263.32,809.02,102.5,3404.82,2.0,5256.0,5256.0,5.0,5.0,,0.0,0.0,66.0,0.0,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Wholesale and distribution services (MWD),,2025-07-21,(No Type)
stamfordtimeandco,Stamford Time & Co,Food & Beverage,Spirits,crm_pipeline,llm_classification,medium,294.0,,1.0,,148110,190.0,53.0,12,0,0,12,0,104,8471.14,5181.5,880999.07,5.68,4.0,458.81,380.0,594.49,252.85,46.83,1631.37,55.0,9685.97,6164.0,6.35,5.0,460.79,319.15,316.82,62.55,1506.22,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Retail,,2025-07-21,
pneusquebecnet,GROUPE OLT INC.,Automotive,Tires,crm_pipeline,manual_verification,high,516.0,,2.0,,284712,1114.0,42.0,1745,0,0,793,952,8,14741.75,13346.5,117934.0,6.12,6.0,395.6,427.0,903.12,469.62,191.0,8311.0,1.0,516.0,516.0,2.0,2.0,,0.0,0.0,793.0,952.0,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Wholesale and distribution services (MWD),,2025-07-18,
ssifiresolutions,SSI Fire Solutions Ltd.,Safety Equipment,Fire Safety,quote_driven,llm_classification,medium,1919.0,,1.0,,366371,19.0,34.0,58,0,58,0,0,3,2404.27,2053.8,7212.8,2.67,3.0,,,0.0,19.33,9.33,1666.0,2.0,2579.5,2579.5,2.0,2.0,,0.0,29.0,0.0,766.5,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Wholesale and distribution services (MWD),,2025-07-17,Fire protection
mycologicalnaturalproducts,MycoLogical Natural Products Ltd.,Other,Unclassified,crm_pipeline,unclassified,,426.0,,1.0,,1339002,3041.0,37.0,27,0,0,27,0,152,6979.17,3633.75,1060834.36,4.39,3.0,425.19,360.0,67.87,106.99,45.09,274.05,,,,,,,,,,,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Wholesale and distribution services (MWD),,2025-07-15,manufacturing
silverlinejudaica,SilverLine Judaica,Consumer Goods,Religious Products,transactional,manual_verification,high,260.0,,1.0,,873769,2470.0,65.0,1498,824,674,0,0,70,9459.47,5551.25,662162.6,6.61,5.0,403.92,366.0,552.67,547.01,212.17,3277.57,1.0,260.0,260.0,1.0,1.0,,824.0,674.0,0.0,0.0,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Retail,,2025-07-15,
bandtcommunicationsinc3,Bandt Communications Inc,Other,Unclassified,quote_driven,unclassified,,1046.0,,3.0,,0,633.0,23.0,199,0,199,0,0,152,6979.17,3633.75,1060834.36,4.39,3.0,425.19,360.0,67.87,106.99,45.09,274.05,,,,,,,,,,,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Retail,,2025-07-14,RetailSummary
larryssausage,Larry's Sausage Company,Food & Beverage,Meat Processing,crm_pipeline,llm_classification,medium,1152.75,,5.0,,12762837,93.0,41.0,25,0,0,25,0,104,8471.14,5181.5,880999.07,5.68,4.0,458.81,380.0,594.49,252.85,46.83,1631.37,1.0,1152.75,1152.75,5.0,5.0,,0.0,0.0,25.0,0.0,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Manufacturing (MWD),,2025-07-11,Manufacturing
americansupplycompanyinc,AMERICAN SUPPLY COMPANY INC.,Other,Unclassified,mixed,unclassified,,640.0,,3.0,,639359,874.0,44.0,949,0,0,0,949,152,6979.17,3633.75,1060834.36,4.39,3.0,425.19,360.0,67.87,106.99,45.09,274.05,,,,,,,,,,,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Retail,,2025-07-03,
big,Big&Tall Recliners.com,Furniture,Furniture,crm_pipeline,llm_classification,medium,1354.0,,3.0,,569756,97.0,78.0,14,0,0,14,0,16,13490.53,10213.0,215848.42,5.12,5.0,379.6,312.0,569.12,965.19,261.12,2519.56,12.0,10104.38,7122.5,4.42,4.0,298.0,486.5,850.58,97.17,968.25,firestationfurniture.com,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Retail,Furniture Stores,2025-07-01,Furniture stores
helenarosejewelry,Helena Rose Jewelry,Consumer Goods,Jewelry,quote_driven,manual_verification,high,468.0,,2.0,,2949164,111.0,60.0,422,197,225,0,0,70,9459.47,5551.25,662162.6,6.61,5.0,403.92,366.0,552.67,547.01,212.17,3277.57,34.0,10528.72,6577.0,6.91,6.0,434.15,563.74,601.68,253.94,2121.71,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Wholesale and distribution services (MWD),,2025-07-01,"Jewelry, watch, precious stone, and precious metal merchant wholesalers"
readyvista,Ready Vista LLC,Food & Beverage,Restaurant Supply,transactional,llm_classification,medium,489.0,,2.0,,1111757,369.0,53.0,174,174,0,0,0,104,8471.14,5181.5,880999.07,5.68,4.0,458.81,380.0,594.49,252.85,46.83,1631.37,1.0,489.0,489.0,2.0,2.0,,174.0,0.0,0.0,0.0,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Wholesale and distribution services (MWD),,2025-06-30,
plasmaprocessgroup4,"Plasma Process Group, Inc.",Services,Professional Services,crm_pipeline,llm_classification,medium,985.5,,3.0,,4158492,957.0,9.0,57,0,0,57,0,18,11923.02,5521.38,214614.37,5.33,4.0,311.8,269.0,426.22,198.33,155.11,1853.06,12.0,8097.78,3776.5,5.42,4.0,344.75,379.0,87.67,98.25,1793.25,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Manufacturing (MWD),,2025-06-27,manufacturing
uselitegear,U.S. ELITE,Other,Unclassified,transactional,unclassified,,366.0,,1.0,,6001764,2407.0,59.0,473,258,195,20,0,152,6979.17,3633.75,1060834.36,4.39,3.0,425.19,360.0,67.87,106.99,45.09,274.05,,,,,,,,,,,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Retail,,2025-06-26,
dtsdirect,"DTS Direct, LLC",Other,Unclassified,transactional,unclassified,,4296.75,,8.0,0.0,2016671,3444.0,61.0,834,467,367,0,0,152,6979.17,3633.75,1060834.36,4.39,3.0,425.19,360.0,67.87,106.99,45.09,274.05,,,,,,,,,,,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Wholesale and distribution services (MWD),,2025-06-20,Other construction material merchant wholesalers
candhaggregatesllc,"C&H Aggregate, LLC",Other,Unclassified,quote_driven,unclassified,,1165.5,,5.0,,1990416,1416.0,22.0,203,0,161,42,0,152,6979.17,3633.75,1060834.36,4.39,3.0,425.19,360.0,67.87,106.99,45.09,274.05,,,,,,,,,,,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Wholesale and distribution services (MWD),WholesaleDistributionandSales,2025-06-20,WholesaleDistributionandSales
africanchoicemarketltd,African Choice Market Ltd.,Other,Unclassified,quote_driven,unclassified,,560.0,,2.0,,1333975,208.0,38.0,264,0,264,0,0,152,6979.17,3633.75,1060834.36,4.39,3.0,425.19,360.0,67.87,106.99,45.09,274.05,,,,,,,,,,,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Retail,,2025-06-19,
ultimax,Ultimax Inc.,Other,Unclassified,transactional,unclassified,,687.0,,2.0,,265581,131.0,45.0,211,211,0,0,0,152,6979.17,3633.75,1060834.36,4.39,3.0,425.19,360.0,67.87,106.99,45.09,274.05,,,,,,,,,,,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Wholesale and distribution services (MWD),,2025-06-19,Printing
emeryallen2,EmeryAllen,Other,Unclassified,crm_pipeline,unclassified,,771.75,,3.0,,6648325,2382.0,38.0,12,0,0,12,0,152,6979.17,3633.75,1060834.36,4.39,3.0,425.19,360.0,67.87,106.99,45.09,274.05,,,,,,,,,,,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Manufacturing (MWD),,2025-06-18,
rakit3,Rak IT company,Other,Unclassified,crm_pipeline,unclassified,,538.0,,1.0,,266760,514.0,51.0,117,0,0,117,0,152,6979.17,3633.75,1060834.36,4.39,3.0,425.19,360.0,67.87,106.99,45.09,274.05,,,,,,,,,,,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Retail,,2025-06-18,"Trades work (e.g. Plumber, Carpenter, Electrician)"
brandxmetalsinc2,BRAND X METALS INC.,Consumer Goods,Promotional Products,quote_driven,llm_classification,medium,2713.0,,1.0,,910,925.0,47.0,48,0,48,0,0,70,9459.47,5551.25,662162.6,6.61,5.0,403.92,366.0,552.67,547.01,212.17,3277.57,5.0,8159.7,2713.0,4.2,5.0,245.0,679.4,1051.2,45.8,3516.6,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Wholesale and distribution services (MWD),,2025-06-16,manufacturing
sacredstudiosinc,Sacred Studios Inc,Food & Beverage,Coffee,transactional,llm_classification,medium,3917.5,,11.0,0.0,4628727,742.0,58.0,650,538,104,8,0,104,8471.14,5181.5,880999.07,5.68,4.0,458.81,380.0,594.49,252.85,46.83,1631.37,9.0,9948.44,7476.0,6.78,6.0,455.25,1096.89,287.67,16.11,1365.22,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Retail,,2025-06-13,Marketing consulting services
tangiblecreative2,Tangible Creative,Manufacturing,3D Printing Services,crm_pipeline,llm_classification,medium,574.0,,2.0,,1323986,1160.0,64.0,213,0,31,182,0,26,9205.66,3855.5,239347.07,4.35,3.0,291.12,343.5,503.77,278.77,160.12,2463.77,1.0,574.0,574.0,2.0,2.0,,0.0,31.0,182.0,0.0,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Manufacturing (MWD),,2025-06-10,
bioskinaestheticsinc,BioSkin Aesthetics Inc,Consumer Goods,Beauty/Personal Care,mixed,llm_classification,medium,5674.5,,26.0,0.0,5125780,39635.0,31.0,16477,0,0,0,16477,70,9459.47,5551.25,662162.6,6.61,5.0,403.92,366.0,552.67,547.01,212.17,3277.57,3.0,5401.17,5428.0,11.0,4.0,136.0,239.67,54.0,0.0,7093.33,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Retail,,2025-06-10,
crimsonimaging,Crimson Imaging Supplies LLC,Food & Beverage,Spirits,quote_driven,llm_classification,medium,1680.0,,5.0,,356087,23779.0,23.0,39,0,39,0,0,104,8471.14,5181.5,880999.07,5.68,4.0,458.81,380.0,594.49,252.85,46.83,1631.37,55.0,9685.97,6164.0,6.35,5.0,460.79,319.15,316.82,62.55,1506.22,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Wholesale and distribution services (MWD),,2025-06-09,Office supplies and stationery stores
sheffieldsupplyandequipmentoftexasllc,"Sheffield Supply & Equipment  of Texas, LLC",Other,Unclassified,crm_pipeline,unclassified,,918.75,,3.0,,265130,317.0,42.0,18,0,0,18,0,152,6979.17,3633.75,1060834.36,4.39,3.0,425.19,360.0,67.87,106.99,45.09,274.05,,,,,,,,,,,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Retail,,2025-06-09,
sheffieldsupplyandequipment,SHEFFIELD SUPPLY & EQUIPMENT,Other,Unclassified,crm_pipeline,unclassified,,698.25,,2.0,,1539098,6583.0,42.0,20,0,0,20,0,152,6979.17,3633.75,1060834.36,4.39,3.0,425.19,360.0,67.87,106.99,45.09,274.05,,,,,,,,,,,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Retail,,2025-06-09,
solshinehair,Solshine Hair,Food & Beverage,Spirits,transactional,llm_classification,medium,1274.0,,4.0,,227398,51.0,44.0,81,65,0,16,0,104,8471.14,5181.5,880999.07,5.68,4.0,458.81,380.0,594.49,252.85,46.83,1631.37,55.0,9685.97,6164.0,6.35,5.0,460.79,319.15,316.82,62.55,1506.22,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Retail,,2025-06-08,"Cosmetics, beauty supplies, and perfume stores"
icandyenergydrink,Icandy Energy,Food & Beverage,Spirits,transactional,llm_classification,medium,2745.0,,7.0,,82672,1330.0,37.0,2206,239,0,0,1967,104,8471.14,5181.5,880999.07,5.68,4.0,458.81,380.0,594.49,252.85,46.83,1631.37,55.0,9685.97,6164.0,6.35,5.0,460.79,319.15,316.82,62.55,1506.22,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Wholesale and distribution services (MWD),,2025-06-06,Beverage
customindustrial2,Custom Industrial Precision,Other,Unclassified,transactional,unclassified,,669.0,,1.0,,277741,23.0,63.0,177,89,88,0,0,152,6979.17,3633.75,1060834.36,4.39,3.0,425.19,360.0,67.87,106.99,45.09,274.05,,,,,,,,,,,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Manufacturing (MWD),,2025-06-04,Other industrial machinery manufacturing
upstateanodizellc,Upstate Anodize LLC,Other,Unclassified,crm_pipeline,unclassified,,1664.0,,4.0,,0,575.0,23.0,31,0,0,31,0,152,6979.17,3633.75,1060834.36,4.39,3.0,425.19,360.0,67.87,106.99,45.09,274.05,,,,,,,,,,,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Manufacturing (MWD),,2025-06-03,
fosterus,Foster Milano Inc.,Consumer Goods,Kitchen Appliances,mixed,manual_verification,high,1764.0,,7.0,,2245737,826.0,54.0,13773,0,0,0,13773,70,9459.47,5551.25,662162.6,6.61,5.0,403.92,366.0,552.67,547.01,212.17,3277.57,1.0,1764.0,1764.0,7.0,7.0,,0.0,0.0,0.0,13773.0,foster-us.com,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Wholesale and distribution services (MWD),,2025-05-28,"Household appliances, electric housewares, and con"
drinkade,DA Project Inc,Other,Unclassified,transactional,unclassified,,1416.0,,4.0,,174812,109.0,38.0,102,102,0,0,0,152,6979.17,3633.75,1060834.36,4.39,3.0,425.19,360.0,67.87,106.99,45.09,274.05,,,,,,,,,,,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Wholesale and distribution services (MWD),,2025-05-19,beverage
topoffice,Top Smart Security & Tech Inc.,Consumer Goods,Jewelry,quote_driven,llm_classification,medium,2784.0,322.0,8.0,,415241,590.0,57.0,1573,127,145,114,1187,70,9459.47,5551.25,662162.6,6.61,5.0,403.92,366.0,552.67,547.01,212.17,3277.57,34.0,10528.72,6577.0,6.91,6.0,434.15,563.74,601.68,253.94,2121.71,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Wholesale and distribution services (MWD),Security systems services (except locksmiths),2025-05-16,Security systems services (except locksmiths)
perryco,The Perry Company,Other,Unclassified,transactional,unclassified,,3526.0,,1.0,,0,2442.0,20.0,285,285,0,0,0,152,6979.17,3633.75,1060834.36,4.39,3.0,425.19,360.0,67.87,106.99,45.09,274.05,,,,,,,,,,,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Manufacturing (MWD),,2025-05-16,
uniquewoodfloor,Unique Wood Floors,Construction & Building,Flooring,crm_pipeline,llm_classification,medium,1254.5,,6.0,,2654356,21966.0,63.0,1627,0,406,535,686,66,12844.24,6291.27,847719.61,6.26,4.0,539.74,416.0,636.97,417.21,265.94,2829.94,12.0,14053.58,10213.9,8.83,7.5,608.17,1377.75,476.08,306.92,5137.58,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Retail,,2025-05-15,Floor covering stores
thomashayesstudio3,Thomas Hayes Studio,Services,Professional Services,quote_driven,llm_classification,medium,1476.0,,5.0,,3820991,2826.0,23.0,2240,92,320,84,1744,18,11923.02,5521.38,214614.37,5.33,4.0,311.8,269.0,426.22,198.33,155.11,1853.06,12.0,8097.78,3776.5,5.42,4.0,344.75,379.0,87.67,98.25,1793.25,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Manufacturing (MWD),,2025-05-13,
amtonllcbabyclubchic,AMTON LLC,Consumer Goods,Baby Products,mixed,manual_verification,high,693.0,,3.0,,75632,1008.0,52.0,1842,0,0,0,1842,70,9459.47,5551.25,662162.6,6.61,5.0,403.92,366.0,552.67,547.01,212.17,3277.57,1.0,693.0,693.0,3.0,3.0,,0.0,0.0,0.0,1842.0,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Wholesale and distribution services (MWD),,2025-05-13,
precisiondoors3,Precision Doors Inc.,Construction & Building,Doors & Windows,crm_pipeline,llm_classification,medium,1084.0,,4.0,,1534856,515.0,30.0,1235,0,0,16,1219,66,12844.24,6291.27,847719.61,6.26,4.0,539.74,416.0,636.97,417.21,265.94,2829.94,13.0,7882.36,7082.1,4.62,4.0,361.75,63.46,397.92,157.15,1037.23,precisiondoors.org,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Manufacturing (MWD),,2025-05-10,
todaytomorrowapparel,Today Tomorrow Apparel Inc.,Consumer Goods,Apparel,transactional,llm_classification,medium,488.0,,1.0,,69750,218.0,51.0,192,93,79,20,0,70,9459.47,5551.25,662162.6,6.61,5.0,403.92,366.0,552.67,547.01,212.17,3277.57,9.0,8793.39,4451.0,5.44,4.0,325.0,323.22,239.67,152.0,2005.22,ttaclothing.com,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Wholesale and distribution services (MWD),,2025-05-09,WholesaleDistributionandSales
bl2systemsllc,BL2 Systems,Technology,Software/Technology,crm_pipeline,llm_classification,medium,976.0,,2.0,,11543875,119.0,62.0,157,0,78,79,0,21,21170.08,7220.0,444571.62,10.1,5.0,1088.5,385.5,34.29,1004.1,241.38,2319.62,13.0,9026.4,7220.0,5.0,4.0,340.67,47.92,365.0,138.15,211.85,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Manufacturing (MWD),,2025-05-09,GeneralServicebasedBusiness
midwestbuildingsupply,Midwest Building Supply,Other,Unclassified,crm_pipeline,unclassified,,1176.0,,3.0,,1011996,1706.0,23.0,8,0,0,8,0,152,6979.17,3633.75,1060834.36,4.39,3.0,425.19,360.0,67.87,106.99,45.09,274.05,,,,,,,,,,,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Retail,,2025-05-08,
artbrandsholdings,"Art Brands Holdings, LLC",Consumer Goods,Promotional Products,transactional,llm_classification,medium,632.0,,3.0,,437395,11878.0,63.0,140,140,0,0,0,70,9459.47,5551.25,662162.6,6.61,5.0,403.92,366.0,552.67,547.01,212.17,3277.57,5.0,8159.7,2713.0,4.2,5.0,245.0,679.4,1051.2,45.8,3516.6,,"Blacklick, OH (225 Business Center Dr, just outside Columbus). Manufactures world's best heat transfers applied with commercial heat press to apparel and promotional products. Made in USA, ships worldwide. Serves businesses, schools, sports teams, organizations, individuals.","Custom heat transfers (customer graphics/artwork), stock designs (2,000+ unique ready-made screen-printed designs ready-to-ship), DTF transfers (Direct-to-Film on various garments/fabrics/textiles/materials), decorated apparel and accessories. Heat applied graphics for apparel, gifts, promotional products.","Medium-High - Custom heat transfer production, 2,000+ stock design inventory, DTF technology, commercial heat press applications, made in USA manufacturing, worldwide shipping, diverse customer base (businesses/schools/teams/organizations).",Manufacturing (MWD),,2025-05-08,
abhasafinancialservices2,Delcol Water Solutions Ltd,Services,Financial Services,mixed,manual_verification,medium,488.0,,1.0,,1190400,3418.0,53.0,1230,0,0,0,1230,18,11923.02,5521.38,214614.37,5.33,4.0,311.8,269.0,426.22,198.33,155.11,1853.06,1.0,488.0,488.0,1.0,1.0,,0.0,0.0,0.0,1230.0,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Wholesale and distribution services (MWD),,2025-05-08,
strongwellness,"StrongWellness, LLC",Other,Unclassified,crm_pipeline,unclassified,,308.0,,1.0,,187080,233.0,40.0,11,0,0,11,0,152,6979.17,3633.75,1060834.36,4.39,3.0,425.19,360.0,67.87,106.99,45.09,274.05,,,,,,,,,,,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Wholesale and distribution services (MWD),,2025-05-06,
howardcountymd,MOBILITY CITY OF HOWARD COUNTY,Other,Unclassified,transactional,unclassified,,499.2,,2.0,,442314,659.0,47.0,294,163,131,0,0,152,6979.17,3633.75,1060834.36,4.39,3.0,425.19,360.0,67.87,106.99,45.09,274.05,,,,,,,,,,,www.mobilitycity.com,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Retail,All Other Miscellaneous Store Retailers,2025-05-05,All other miscellaneous store retailers (except tobacco stores)
donecdistributors,Donec LLC,Technology,Electronics Wholesale,crm_pipeline,manual_verification,high,1176.0,,4.0,,14949767,1088.0,25.0,1736,0,0,42,1694,21,21170.08,7220.0,444571.62,10.1,5.0,1088.5,385.5,34.29,1004.1,241.38,2319.62,1.0,1176.0,1176.0,4.0,4.0,,0.0,0.0,42.0,1694.0,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Wholesale and distribution services (MWD),,2025-05-01,
miminternationalinc,"MIM International, Inc.",Services,Professional Services,crm_pipeline,llm_classification,medium,1219.0,,4.0,,198398,161.0,82.0,449,0,0,449,0,18,11923.02,5521.38,214614.37,5.33,4.0,311.8,269.0,426.22,198.33,155.11,1853.06,12.0,8097.78,3776.5,5.42,4.0,344.75,379.0,87.67,98.25,1793.25,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Wholesale and distribution services (MWD),,2025-04-29,
ghentindustrialsupplyinc,Ghent Industrial Supply Inc.,Other,Unclassified,crm_pipeline,unclassified,,1349.0,,3.0,,459813,580.0,40.0,17,0,0,17,0,152,6979.17,3633.75,1060834.36,4.39,3.0,425.19,360.0,67.87,106.99,45.09,274.05,,,,,,,,,,,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Wholesale and distribution services (MWD),,2025-04-29,WholesaleDistributionandSales
byisbeveragellc2,BYIS BEVERAGE LLC,Other,Unclassified,quote_driven,unclassified,,712.0,,2.0,,136671,70.0,40.0,168,0,168,0,0,152,6979.17,3633.75,1060834.36,4.39,3.0,425.19,360.0,67.87,106.99,45.09,274.05,,,,,,,,,,,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Wholesale and distribution services (MWD),,2025-04-28,
pspglobalwines2,"PSP Imports, LLC",Food & Beverage,Wine,transactional,llm_classification,medium,6607.0,,10.0,,3282258,502.0,46.0,514,514,0,0,0,104,8471.14,5181.5,880999.07,5.68,4.0,458.81,380.0,594.49,252.85,46.83,1631.37,7.0,4562.69,2401.0,3.86,3.0,378.0,236.0,0.0,10.71,748.0,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Wholesale and distribution services (MWD),,2025-04-24,
medallionfence,Medallion Fence,Construction & Building,Fencing/Decking,quote_driven,llm_classification,medium,1864.0,208.0,5.0,,1893791,373.0,44.0,1615,517,918,180,0,66,12844.24,6291.27,847719.61,6.26,4.0,539.74,416.0,636.97,417.21,265.94,2829.94,3.0,3367.67,1864.0,4.33,4.0,208.0,344.0,411.33,419.33,0.0,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Manufacturing (MWD),,2025-04-23,Fence Manufacturing
nearymartin,"Neary Martin, Inc.",Consumer Goods,Apparel,crm_pipeline,llm_classification,medium,2470.5,366.0,6.0,,3174003,774.0,42.0,1190,0,149,328,713,70,9459.47,5551.25,662162.6,6.61,5.0,403.92,366.0,552.67,547.01,212.17,3277.57,9.0,8793.39,4451.0,5.44,4.0,325.0,323.22,239.67,152.0,2005.22,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Wholesale and distribution services (MWD),,2025-04-22,
reaganwirelesscorp,Reagan Wireless Corp,Electrical,Electrical Supply,quote_driven,llm_classification,medium,1800.75,245.0,5.0,,72496670,3006.0,47.0,1075,0,875,200,0,10,5696.98,2018.88,56969.75,3.9,3.5,268.5,259.0,330.5,299.9,76.9,2105.5,2.0,1717.88,1717.88,4.5,4.5,245.0,0.0,437.5,377.5,0.0,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Wholesale and distribution services (MWD),,2025-04-21,RetailSummary
kabsolution2,KAB solution inc.,Other,Unclassified,crm_pipeline,unclassified,,521.0,,1.0,,185508,292.0,22.0,28,0,0,28,0,152,6979.17,3633.75,1060834.36,4.39,3.0,425.19,360.0,67.87,106.99,45.09,274.05,,,,,,,,,,,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Manufacturing (MWD),,2025-04-18,
memiairellc,Mid Atlantic Hay Co.,Construction & Building,HVAC,transactional,llm_classification,medium,3179.5,,2.0,,8719483,521.0,57.0,317,308,0,9,0,66,12844.24,6291.27,847719.61,6.26,4.0,539.74,416.0,636.97,417.21,265.94,2829.94,9.0,5115.7,2476.0,3.56,3.0,245.0,805.78,117.89,23.67,668.67,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Wholesale and distribution services (MWD),,2025-04-17,
awcomm2,Airwave Communications Corporation,Technology,Communications Equipment,quote_driven,manual_verification,medium,3121.0,,5.0,,8683324,12620.0,32.0,3303,0,50,35,3218,21,21170.08,7220.0,444571.62,10.1,5.0,1088.5,385.5,34.29,1004.1,241.38,2319.62,1.0,3121.0,3121.0,5.0,5.0,,0.0,50.0,35.0,3218.0,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Retail,,2025-04-15,other
