Account Name,Cancellation Reason,Cancellation Reason Other,Tenure_Months,Last Invoice $,Employees,Customers,Sign Up Date,Cancellation Date
inhomeus,Using another CRM Product,"don't need any longer, we have Prophet21 with build in CRM module  ",23.8,342.0,33.0,927.0,2018-01-22,2020-01-16
wallpencorp,Difficult Workflows / Workflow Challenges,"In all ways possible, there was nothing intuitive and all of the data entry was very manual and we wasted a lot of time and money we could have spent working on our leads, rather than data entry and correction in this tool. Do better.",6.4,342.0,2.0,2796.0,2025-01-24,2025-08-07
aibllc01,Sold Business / Closing Company,"You didn't, but the owner of the company has closed up the business.
Thank you.",27.9,342.0,8.0,10060.0,2019-07-02,2021-10-28
metalroofingcenter,Tech Issue - Applications & Sync,"I couldn't get method to communicate both ways with Quickbooks.  I tried to get help and was not successful with that.  I was finally told that I had to communicate with intuit directly, period.  I was unable to get help from them.  I didn't even know who to turn to.  I was also disappointed in how difficult it was to customize the system!",6.6,342.0,11.0,3013.0,2022-02-04,2022-08-23
hi5furniture,Not using their Method Account,not right and too much money!,0.7,340.0,1.0,539.0,2022-10-19,2022-11-10
hangerlogic,Non-payment,,1.4,340.0,0.0,0.0,2024-08-20,2024-10-01
proelnorthamerica2,Other - please specify,This is duplicate. Original is: proelnorthamerica,0.1,340.0,0.0,447.0,2024-08-09,2024-08-12
reliabletradinginc,No longer using QuickBooks,"Customer migrated from MethodCRM to Odoo due to lower cost and greater customization flexibility. Odoo s self-hosted setup removed the need for Method as a middleware between their system and QuickBooks. Customer remains satisfied with Method and will recommend it to other QuickBooks users.

The biggest issue was QB pricing increases",109.8,340.0,16.0,2069.0,2016-08-11,2025-10-05
peninsularmanufacturingandpackagingcompany,Non-payment,,1.9,340.0,0.0,1079.0,2022-05-19,2022-07-16
bins4bids,Non-payment,,1.4,340.0,0.0,1.0,2023-10-07,2023-11-19
pjcitrus,Non-payment,,1.4,340.0,6.0,399.0,2023-08-23,2023-10-04
precyseinc,,We simply are not using Method enough to justify the cost.,4.1,335.0,10.0,155.0,2016-12-15,2017-04-19
fireetc,Not using their Method Account,.,7.3,333.0,60.0,7078.0,2023-12-13,2024-07-22
glfast,Other - please specify,"John had shared 1. Method cannot pull QB inventory quantity or location

Still need to use QB for this 2. Sync issue when credit limit is 0.00 or exceeded  3. Cannot have multiple “Ship To” locations in drop down menu like QB. Must enter alternate Ship To’s manually",5.5,333.0,9.0,1164.0,2019-04-18,2019-10-03
rlccontrols,Non-payment,,1.9,333.0,0.0,76.0,2022-03-29,2022-05-26
bdgsafety,"Failure to adopt, train, and engage CRM users",We just did not like it. system did not meet our expectations,6.9,332.0,1.0,574.0,2024-04-11,2024-11-07
crystalindustries,Non-payment,,22.0,331.0,11.0,1704.0,2020-01-03,2021-11-02
memmertusa3,Other - please specify,"Good morning, as of now we are exploring other options.",1.2,328.0,12.0,3766.0,2022-07-19,2022-08-26
phillycase2,Tech Issue - Applications & Sync,"Unfortunately this issue (https://method.atlassian.net/browse/PL-33237) had caused Method to be unusable by Boyd and team since inception. They have worked with both our Support team and Mahlon with hopes to resolve the issue, however with the platform limitation they are choosing to cancel.",16.8,327.0,0.0,910.0,2021-04-29,2022-09-21
zvoxaudio,Other - please specify,We mainly used Method as an RMA database and we have recently moved to another system so we no longer need Method. We have been very pleased with your services and would recommend you to others.,103.4,325.0,5.0,85622.0,2011-04-07,2019-11-20
americanrootswear,"Failure to adopt, train, and engage CRM users",It was originally intended for your sales team and the sales team is not there anymore thus the reason for this cancellation. Asked them that I can help them with additional training for users who are with the company but they declined,23.3,325.0,68.0,2774.0,2021-12-08,2023-11-17
prohospitalsupply,Not using their Method Account,We're just not ready - nobody is using it yet and we're paying for nothing. ----------They're a new company that provideshospital with supplies supplies (new company)They were interested in leveraging the signature widget to approve orders. They also wasnted the ability to search customers based on certain items that they have purchased in the past.,3.0,322.0,0.0,37.0,2020-11-03,2021-02-02
greenselectricllc2,Other - please specify,We are not using CRM!,6.5,320.0,8.0,868.0,2025-05-26,2025-12-10
AmericanFiberPackaging,,"I needed a more robust offering that offered data tracking for manufacturing.  Went with QuickBase.  Method syncs seamlessly but the customization tool/editor is AWFUL!  I was told I could pay for a developer but I only wanted to move fields around and add some and remove some.  The editor was totally useless.  

Scott  ",27.9,320.0,17.0,6773.0,2013-12-17,2016-04-15
MIC,,Sales team did not want to use it. Senior management requested I cancel it.,7.0,320.0,20.0,589.0,2015-01-22,2015-08-24
rainharvestsystems,Other - please specify,Main users no longer using it. ,23.9,320.0,14.0,18364.0,2016-02-15,2018-02-13
reliablelift,Difficult UI,"not user friendly, especially for sales, especially for tablets. slow response time within the app. frequent white screen issues throughout the subscription.",25.6,320.0,10.0,1945.0,2019-10-30,2021-12-17
hemco,,The integration is not as seamless as we would like and in sync mode our system slows down too much. Our sales staff does not find the software beneficial to organize their business.,25.3,320.0,7.0,7446.0,2016-04-05,2018-05-16
jpcookecompany,Duplicate Account,"You didn't. You are the absolute best. We had to start a new account due to QuickBooks complications. Love, kisses, hugs, chocolate, and make sure to subscribe to the Commuters Podcast by Mar:ONE",10.7,320.0,1.0,11235.0,2023-06-15,2024-05-06
veterinaryandagronomiceastafricalimited,Non-payment,,1.9,320.0,15.0,1510.0,2021-08-21,2021-10-17
kinetictools4,Other - please specify,Original is: kinetictoolsinc,0.9,320.0,0.0,120.0,2023-06-09,2023-07-06
gpcqbo2,Duplicate Account,"Churn Exception Reason: 
Duplicate Account
Other Account:
georgiapowdercoating3
-------------------
Did not let me down, we just had multiple Method accounts while switching accounts from QBD to QBO",1.5,320.0,241.0,1025.0,2025-08-15,2025-09-29
kikostefanov,Other - please specify,"""Please discontinue the CRM service for QB, we migrated to NetSuite at the first of the year and no longer need this service  """,17.2,320.0,35.0,19185.0,2015-04-24,2016-09-28
grouppintomilano,Non-payment,,1.3,320.0,0.0,2.0,2023-06-07,2023-07-18
keyportllc,Signing up for new Method account,"New account already open """"Keyport2016""""",3.7,320.0,14.0,1820.0,2016-01-07,2016-04-29
MODdisplaysLLC,,Timing does not work well for us at this point. We had some implementation issues with Method due to a development error that took almost three weeks to correct. We are heading into our busy season now and our staff does not have enough time to learn Method before we become very busy.,2.4,320.0,15.0,10443.0,2015-05-21,2015-08-03
absaraaudio,Other - please specify,"Switching off of Quickbooks, Method is no longer needed, but the service was good while we used it. ",16.5,320.0,34.0,7603.0,2018-06-12,2019-10-28
LobeProPumps,,Just did not work for my sales reps. They were not using it.,12.1,320.0,47.0,1738.0,2015-11-16,2016-11-17
evolvegolf,Other - please specify," It is a bad CRM lacking the functionality as compared to other CRM's. Zoho and Salesforce are best ones. We are moving to Zoho, which is much better. We tried to reach out to you for various issues which were never resolved. It is just not a good fit for our business.
They have exported all their data.  Overall,  not happy with the service.",42.8,320.0,11.0,16874.0,2014-10-31,2018-05-25
impelamericaappliancescorp2,Difficult Workflows / Workflow Challenges,I do not need it anymore.,4.1,320.0,6.0,9129.0,2025-03-08,2025-07-12
bodhihigh,Other - please specify,The reason we switched is because we are in the cannabis industry and one of our tracking tools had created additions that fit our CRM needs. ,21.0,320.0,35.0,321.0,2016-10-10,2018-07-11
fatheadz1,Non-payment,,28.0,320.0,18.0,20318.0,2018-11-12,2021-03-12
hydrafabnw,Other - please specify,didn't meet our needs,4.4,319.0,37.0,3983.0,2019-01-16,2019-05-30
maggardmemorials,Other - please specify,"I do not think Method will work for us as it is going to be too expensive we signed up for the trial, but did not move forward because we won’t be able to afford to $260 a month
_____________________

They do not want to spend more than $60/month for all their users",1.0,316.0,0.0,2571.0,2024-04-23,2024-05-22
acxessspring1,"Failure to adopt, train, and engage CRM users",I don't need it,86.9,316.0,22.0,29592.0,2017-08-09,2024-11-05
abswholesale2,Non-payment,,1.9,316.0,16.0,843.0,2022-06-20,2022-08-18
thepennsylvaniasawmillcompany,Non-payment,,1.8,316.0,9.0,1846.0,2024-05-30,2024-07-25
kolbitrial,Using another CRM Product,We were able to get a great deal with hubspot to handle both our CRM and our marketing and link sales in our shopify website to our CRM,65.2,315.0,38.0,6819.0,2016-04-01,2021-09-07
crbeauty1,,"it did not work with the flow of our business, the lack of reporting tools, did not easily allow me to monitor the activities of the sales staff. A report like Sales activities by rep would have made all the difference in the world, the problem is to capture this you have to export and collate several different pieces of data, sales rep's are reluctant to participate in any thing that provides complete transparency to their activities. so  any excuse or functionality gag they exploit. ",6.9,315.0,10.0,4333.0,2016-09-06,2017-04-05
ernestsports,Other - please specify,"Using another CRM, user claimed he cancelled 2 months ago but has no proof.",58.0,315.0,4.0,10908.0,2014-08-27,2019-06-27
perichem,Difficult to Customize,Very difficult to customize and activity reports are not easily listed,4.3,312.0,1.0,472.0,2020-06-16,2020-10-26
msdglobal,Other - please specify,"not ready for this yet...as a company.

Notes;
Offered the customer another free hour but they said that they weren't ready to get that done. Kent knew how to customize the Method account but didn't had enough time to do it. Kent said  We are paying for Method for last 6-8 months and not using it at all .",25.3,312.0,12.0,2475.0,2017-08-14,2019-09-24
tristarcoatings,Non-payment,"The customer decided to cancel, noting that Method is not designed as a sales-first CRM. They faced challenges with account assignment, multi-currency reporting, and limited sales data visualization. While Method can address some of these needs through customization, the customer preferred a system that offered stronger sales features out-of-the-box.

The customer evaluated Nutshell and found it provided a better immediate sales experience, particularly around pipelines, dashboards, and reporting visibility.",1.4,312.0,1.0,1041.0,2025-07-22,2025-09-03
Eaxtron,Using another CRM Product,Going with Hubspot,26.9,309.0,4.0,777.0,2019-03-06,2021-06-02
smartearthtech,Feature Gap,"Lacks required functionality, Kim Glassman worked with help desk and met with developers already",6.0,309.0,41.0,140.0,2020-03-24,2020-09-22
canoraweavingandtarpmanufacturing2,Other - please specify,"Caused lots of issues! slow to work with quickbooks. we lost over  $1000.00 on 2 invoics through method because it didnt update correctly. Couldnt get invoice to show our GST and PST numbers which is a legal requirement where we live. Sales orders wont allow backorders, took way to long to set up forms as you couldnt apply to all. Overall your product is way too expensive for its value/complexness to use. 

Purchase orders to suppliers send as though they are the ones who placed the order. Which is highly unprofessional, as well they have to lofin to see it, they cant just take a pdf from the email which most of my suppliers IT departments wont allow. I took alot of this into consideration with my suppliers to discontinue the use of your product.",0.9,308.0,21.0,2093.0,2024-12-15,2025-01-11
legacyflooringamericaCo3,Not using their Method Account,you didn't we simply are not using it,11.5,307.0,27.0,5656.0,2021-01-06,2021-12-21
motiont,Non-payment,,1.9,307.0,0.0,12207.0,2022-03-31,2022-05-28
portcitymobile,Using another CRM Product,Implemented a new operational software system and no longer need Method.,30.5,306.0,40.0,1572.0,2021-03-28,2023-10-13
outdoorroomsbydesignllc2,"Failure to adopt, train, and engage CRM users",too complex for what I need,9.7,306.0,11.0,11114.0,2022-11-21,2023-09-12
aimodessa,Other - please specify,No response to hold ,1.7,306.0,32.0,1966.0,2020-09-22,2020-11-13
