Account,SKU_Count,Avg_Delimiter_Count,Avg_Char_Length,Avg_Word_Count,Pct_With_SKU_Codes,Pct_With_Specs,Pct_With_Brand_Prefix,Pct_Service_Items,Pct_Inventory_Items,Pct_NonInventory_Items,Pct_Fee_Items,Primary_Business_Type,Catalog_Complexity_Score,Complexity_Tier,Sample_Products,SKU_Tier
floorsandtilesinc2,50,2.64,41.0,3.6,100.0,4.0,54.0,0.0,86.0,4.0,0.0,Inventory-Based (Physical Products),45.1,Standard,"DISCOUNT-15% Sales, DISCOUNT-10% Sales, MOLDINGS:PINE/ MDF/WPB MOLDING:BB-P5180 16'",21-50 (Standard)
norwooddeviceanddiagnostics,50,0.02,12.0,1.7,92.0,2.0,0.0,10.0,88.0,0.0,0.0,Inventory-Based (Physical Products),18.1,Ultra-Simple,"DISCOUNT, SHIPPING, INSTALLATION",21-50 (Standard)
twentyoneagain,12,0.25,19.8,4.0,0.0,0.0,0.0,16.7,58.3,25.0,0.0,Product-Based (Mixed Inventory),2.6,Ultra-Simple,"Single Patch Box (100 ct), Patches, 21 Again Wine Drops",6-20 (Simple)
g3packaging2,29,0.0,15.8,2.0,96.6,0.0,0.0,0.0,13.8,0.0,3.4,Product-Based (Mixed Inventory),16.8,Ultra-Simple,"CAP 76TE, FREIGHT CHARGE, G2 2276TENACVRDCHD1500",21-50 (Standard)
dbuoy,50,0.12,30.6,4.4,16.0,0.0,10.0,44.0,4.0,52.0,2.0,NonInventory-Based (Digital/Services),8.7,Ultra-Simple,"Services, Outdoor IP68 Sensor Enclosure with PoE, Shotpoint Signal Spider Sensor Main Board",21-50 (Standard)
powerplastics3,50,0.08,11.6,1.3,70.0,0.0,8.0,2.0,26.0,70.0,0.0,NonInventory-Based (Digital/Services),16.2,Ultra-Simple,"FR, DB050, .",21-50 (Standard)
jaecoortho,50,1.64,16.6,1.3,58.0,0.0,76.0,14.0,2.0,0.0,0.0,Product-Based (Mixed Inventory),35.0,Simple,"Sh, FGI:FGI-ML:JRMT-1, MISC",21-50 (Standard)
burnewiin2,50,0.02,7.2,1.1,70.0,0.0,0.0,0.0,6.0,0.0,0.0,Product-Based (Mixed Inventory),14.6,Ultra-Simple,"Shipping, GM650, UM6080",21-50 (Standard)
lonestarlinerless,50,0.28,27.6,4.3,64.0,8.0,18.0,12.0,0.0,88.0,0.0,NonInventory-Based (Digital/Services),19.0,Ultra-Simple,"SHIPPING:Shipping and Handling, DIE / TOOLING:DIE / TOOL, Labels:PLBL022620231646-SWG LABEL, SWG - 1646, 3.5X5",21-50 (Standard)
collinbox4,50,0.0,9.3,2.0,70.0,2.0,0.0,0.0,100.0,0.0,0.0,Inventory-Based (Physical Products),14.7,Ultra-Simple,"J14, J16, BOOK",21-50 (Standard)
stonesystemsllc,50,1.94,27.1,3.1,26.0,0.0,64.0,0.0,96.0,0.0,0.0,Inventory-Based (Physical Products),30.4,Simple,"Z Tools:MFD:Template Sticks:TS_25, Freight, Z Tools:MFD:ACEG_10 /AC_10",21-50 (Standard)
gorillahammers4,50,1.06,27.7,2.3,82.0,0.0,72.0,6.0,68.0,10.0,2.0,Product-Based (Mixed Inventory),34.2,Simple,"FREIGHT:Freight Charge, NI-Wear Parts, FREIGHT:FRT-small...NO NO NO",21-50 (Standard)
lumerasolarinc,50,0.74,33.0,4.7,6.0,0.0,72.0,4.0,48.0,36.0,6.0,Product-Based (Mixed Inventory),20.6,Simple,"Solar Panels:220W M6 12V Solar Panel, Solar Accessories:Z Bracket Kit, Solar Panels:220W M10 12V Solar Panel",21-50 (Standard)
thunderbirdjewelryinc3,50,0.84,19.7,2.9,86.0,0.0,84.0,4.0,54.0,0.0,0.0,Product-Based (Mixed Inventory),35.1,Simple,"1-Subtotal, 1-Wholesale Less 15%, DEPT 11 ASM:REPRET",21-50 (Standard)
thermalbridgingsolutions,47,0.19,20.4,3.1,0.0,0.0,0.0,19.1,0.0,80.9,4.3,NonInventory-Based (Digital/Services),5.0,Ultra-Simple,"Thermal Break Material, Freight, Thermal Break Bushing",21-50 (Standard)
moderncompressorsales,50,0.04,14.2,3.0,8.0,18.0,0.0,6.0,56.0,38.0,2.0,Product-Based (Mixed Inventory),7.3,Ultra-Simple,"SHIPPING, DISCOUNT, ship",21-50 (Standard)
absoluteworkwear,50,0.0,10.2,1.5,76.0,2.0,0.0,90.0,0.0,10.0,6.0,Service-Based,15.6,Ultra-Simple,"Sales, EMBDIG, DESIGNFEE",21-50 (Standard)
acentel,50,0.0,22.2,3.7,74.0,4.0,0.0,4.0,84.0,0.0,0.0,Inventory-Based (Physical Products),15.5,Ultra-Simple,"TAS XP PE-400 (DRS-470), TAS COR 200 (DRP-500), Freight Charge (PPD & ADD)",21-50 (Standard)
shopsosafe,5,0.6,28.8,3.6,40.0,0.0,20.0,60.0,40.0,0.0,0.0,Service-Based,13.4,Ultra-Simple,"PL-12 Kit:SO-PL-12V-KIT-400, Shipping (deleted), Lifter - Manual mag:SSE PL112-MM (deleted)",1-5 (Ultra-Simple)
thageel,1,1.0,21.0,2.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,Service-Based,21.7,Simple,Shipping:Land Freight,1-5 (Ultra-Simple)
cvhinternational,50,0.18,10.6,1.9,60.0,0.0,16.0,4.0,72.0,14.0,4.0,Inventory-Based (Physical Products),16.6,Ultra-Simple,"DOOR, TWIN DOOR, DELIVERY",21-50 (Standard)
blissgourmet,50,0.02,10.3,1.6,0.0,0.0,0.0,62.0,0.0,38.0,0.0,Service-Based,4.1,Ultra-Simple,"HZ-7, AT-7, LP-7",21-50 (Standard)
nxtchlng,12,0.42,20.4,2.6,16.7,8.3,41.7,16.7,0.0,83.3,0.0,NonInventory-Based (Digital/Services),13.3,Ultra-Simple,"Banquette:Custom Banquette, Chair:Custom, Services",6-20 (Simple)
radsuramerica,50,0.94,8.5,1.1,94.0,0.0,0.0,4.0,94.0,0.0,0.0,Inventory-Based (Physical Products),24.4,Simple,"Shipping and Delivery, *:11350*, RAD Tool Repair",21-50 (Standard)
dylanblakecustoms,1,0.0,5.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,Service-Based,0.1,Ultra-Simple,Hours,1-5 (Ultra-Simple)
gothamlgt,14,0.07,12.9,1.9,0.0,0.0,0.0,71.4,7.1,21.4,0.0,Service-Based,1.6,Ultra-Simple,"Access File/Credential, Sani-Turnstile, Janitorial Cleaning",6-20 (Simple)
hendersonenterprises,50,0.06,17.6,2.0,52.0,0.0,4.0,34.0,32.0,34.0,0.0,Hybrid (Mixed),12.8,Ultra-Simple,"Shipping & Handling:Shipping & Handling, Revenue - Other, Revenue - Filters",21-50 (Standard)
appenninofoodusa,50,0.94,72.0,11.9,100.0,14.0,94.0,4.0,96.0,0.0,0.0,Inventory-Based (Physical Products),40.8,Standard,"FRESCO by lbs:PCTAFRDO18 - FRESH BLACK TRUFFLE TUBER MELANOSPORUM VITT.- FIRST QUALITY 15-100 GR, DISCOUNT, FRESCO by lbs:PCTAFRSC44 - FRESH BLACK TRUFFLE TUBER UNCINATUM VITT- FIRST QUALITY 15-100 GR",21-50 (Standard)
sierracontainergroup,50,1.06,45.7,8.2,2.0,24.0,6.0,14.0,66.0,20.0,0.0,Product-Based (Mixed Inventory),14.7,Ultra-Simple,"Rollout Cart - Sierra:8.40"" Catch Bar w/ Clips - No End Caps  - Geo, Rollout Cart - Sierra:Foil-White-Body (8"" to 8.5"") - G, Rollout Cart - Sierra:95 Gal. Lid - G",21-50 (Standard)
cuveecoffee,50,1.0,29.0,3.1,98.0,0.0,100.0,2.0,0.0,98.0,0.0,NonInventory-Based (Digital/Services),40.4,Standard,"Services:SHPSTD, FG Roasted Coffee:COL-OZW6-WB, FG Roasted Coffee:EMP-OZW6-WB",21-50 (Standard)
fibercablesdirect,50,0.06,13.6,1.4,8.0,2.0,2.0,6.0,88.0,4.0,0.0,Inventory-Based (Physical Products),6.1,Ultra-Simple,"Sales, OS2 PVC Zip Cable:2 MTR - OS2 LC-LC 9/125 Singlemode Duplex Fiber Cable - 700621053064 (deleted), Shipping (deleted)",21-50 (Standard)
koolwaysports,50,1.38,47.7,6.7,4.0,0.0,98.0,2.0,80.0,18.0,0.0,Inventory-Based (Physical Products),28.5,Simple,"Accessories:G - Tube, Accessories:Zipper KoolMitts Standard Warmer, Kool Boots:KoolBoots and socks (Adult)",21-50 (Standard)
agribestfeeds2,50,0.24,21.0,3.7,80.0,8.0,22.0,10.0,66.0,24.0,2.0,Product-Based (Mixed Inventory),21.7,Simple,"NE TAX (deleted), SP FIBERMATE 20, FIBERMATE 20",21-50 (Standard)
icustomlabel,50,0.04,16.4,2.6,0.0,2.0,4.0,6.0,0.0,94.0,0.0,NonInventory-Based (Digital/Services),5.1,Ultra-Simple,"Confetti Pop, Adventure Begins, Glitter Balloons",21-50 (Standard)
audioconcepts,7,0.29,33.4,5.4,0.0,28.6,14.3,14.3,71.4,14.3,0.0,Inventory-Based (Physical Products),7.5,Ultra-Simple,"Others, D’Agostino Momentum M400 MXV Mono amps, pr, Labor:Labor - System Installation & Setup",6-20 (Simple)
dylanwilliamscpa,50,0.96,50.1,7.4,0.0,14.0,30.0,8.0,0.0,92.0,4.0,NonInventory-Based (Digital/Services),16.3,Ultra-Simple,"Freight-Out, Customer Deposit - Applied, 2022 Park Model Available Options:NDI and Document fee",21-50 (Standard)
blackstonesportsinc2,50,0.14,6.6,1.3,4.0,0.0,0.0,0.0,54.0,2.0,0.0,Product-Based (Mixed Inventory),5.5,Ultra-Simple,"SH - CDN, SH - US, Discount-sales",21-50 (Standard)
pssmanufacturing,50,0.0,6.5,1.3,32.0,0.0,0.0,4.0,16.0,0.0,2.0,Product-Based (Mixed Inventory),8.8,Ultra-Simple,"SUB-TOTAL (LBS), Shipping, 3540",21-50 (Standard)
ruedawineco,50,0.04,34.4,5.6,0.0,0.0,2.0,24.0,66.0,10.0,0.0,Hybrid (Mixed),4.6,Ultra-Simple,"Wine Storage - 6 Bottle Case (Monthly), Wine Storage - 6 Bottle Case (Quarterly), Delivery (Zone 1) - 6 bottles (local)",21-50 (Standard)
industrialodorcontrol2,50,0.04,11.4,1.2,36.0,20.0,0.0,0.0,32.0,2.0,0.0,Product-Based (Mixed Inventory),11.7,Ultra-Simple,"Shipping and Handling, BS-916, GC-Splus-BB-40lb",21-50 (Standard)
wmuniformgroup,50,0.0,12.8,1.2,70.0,0.0,0.0,0.0,80.0,18.0,0.0,Inventory-Based (Physical Products),14.5,Ultra-Simple,"S & H, Labor-SC, Labor- Application",21-50 (Standard)
commonwealthindustrialinc,50,0.98,42.4,5.5,28.0,6.0,70.0,22.0,8.0,70.0,0.0,NonInventory-Based (Digital/Services),25.8,Simple,"First hour/ open report, Hours, Custom Amount",21-50 (Standard)
hefestustech2,50,1.24,38.8,4.6,20.0,10.0,74.0,6.0,66.0,28.0,4.0,Product-Based (Mixed Inventory),27.4,Simple,"Sales Tax, Assembly and Sets:Cone holders set full, Warranty Replacement Part Credit",21-50 (Standard)
woodlabuae,1,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,NonInventory-Based (Digital/Services),0.1,Ultra-Simple,Sales,1-5 (Ultra-Simple)
tearoffproducts2,50,2.38,78.9,12.1,100.0,62.0,100.0,2.0,8.0,90.0,0.0,NonInventory-Based (Digital/Services),56.1,Standard,"TEAR OFF ACCESSORIES:APPLICATION KITS:STAX™ 12OZ TEAROFF APPLICATION KIT, TEAROFF SERVICES:PROGRAM-CUSTOM CUT PART DESIGN, TEAR OFF ACCESSORIES:Application Kit (deleted)",21-50 (Standard)
hrroofingsupply,50,0.9,13.2,1.3,80.0,0.0,80.0,0.0,90.0,2.0,2.0,Inventory-Based (Physical Products),34.0,Simple,"Delivery Charge, KARNAK:K193, METAL:15GF",21-50 (Standard)
geotoolsusa,50,0.0,18.4,1.5,28.0,54.0,0.0,8.0,10.0,0.0,0.0,Product-Based (Mixed Inventory),13.6,Ultra-Simple,"Cbl Repair, FedEx, Cable Manufacturing",21-50 (Standard)
socalfencesupply2,50,0.06,25.0,5.4,2.0,0.0,0.0,10.0,78.0,4.0,6.0,Inventory-Based (Physical Products),4.7,Ultra-Simple,"Subtotal, Post Cap Univ 2.56"" Black, Gate Frame Cap 4.72"" 4 PK Black",21-50 (Standard)
diamondbladedistributorsllc,50,0.04,11.8,1.6,90.0,12.0,0.0,0.0,74.0,20.0,0.0,Inventory-Based (Physical Products),19.0,Ultra-Simple,"HANDLING FEE, CATALOG, MPC-100.3 (3 GALLON)",21-50 (Standard)
op76cattle,50,0.04,12.7,2.3,12.0,8.0,0.0,26.0,0.0,74.0,4.0,NonInventory-Based (Digital/Services),6.9,Ultra-Simple,"Feedlot, Late Fee, 8oz Patties",21-50 (Standard)
planesights,50,0.02,9.7,1.2,88.0,6.0,0.0,14.0,0.0,2.0,0.0,Product-Based (Mixed Inventory),17.9,Ultra-Simple,"SHIPCPOST, PSGAPTC0707, PSUPTC0707",21-50 (Standard)
questonedistributors,50,0.84,34.3,4.9,80.0,12.0,84.0,2.0,0.0,98.0,10.0,NonInventory-Based (Digital/Services),35.4,Simple,"Roll Down Charge - non taxable (deleted), Tariff Charge, Roll Down Charge - Taxable (deleted)",21-50 (Standard)
namesakebrewing,50,0.8,27.3,3.9,0.0,34.0,62.0,2.0,72.0,26.0,0.0,Inventory-Based (Physical Products),22.0,Simple,"Beer:Time Trap - (473ml Cans), Beer:Ruddy Duck - (473ml Cans), Beer:Pump Fake - (473ml Cans)",21-50 (Standard)
stevenenterprises2,50,0.68,13.2,2.3,76.0,12.0,68.0,30.0,34.0,34.0,0.0,Hybrid (Mixed),31.3,Simple,"PF, C, FRT",21-50 (Standard)
smakdab,45,0.91,35.1,4.8,20.0,40.0,22.2,6.7,62.2,31.1,2.2,Product-Based (Mixed Inventory),20.0,Simple,"250mL jars:Canadian Maple Mustard- 12 X 250ML, 250mL jars:Honey Horseradish Mustard- 12 X 250ML, 250mL jars:White Wine Herb Mustard- 12 X 250ML",21-50 (Standard)
georgiapowdercoating3,50,0.3,15.4,2.0,2.0,0.0,26.0,6.0,0.0,94.0,6.0,NonInventory-Based (Digital/Services),10.2,Ultra-Simple,"Sandblasting, Discount, GPC Materials",21-50 (Standard)
accesscasters3,50,0.06,10.2,1.3,92.0,14.0,0.0,6.0,22.0,38.0,4.0,Product-Based (Mixed Inventory),19.6,Ultra-Simple,"Total AvaTax, Shipping & Handling, SHIP UPS",21-50 (Standard)
davishoseinc,50,0.68,12.9,1.5,82.0,0.0,62.0,4.0,0.0,96.0,0.0,NonInventory-Based (Digital/Services),30.1,Simple,"Sales, Sales - Credit Card, INVENTORY ITEM",21-50 (Standard)
proautodealersupplyinc,50,0.24,9.2,1.4,28.0,16.0,0.0,36.0,64.0,0.0,2.0,Hybrid (Mixed),11.4,Ultra-Simple,"FRT, BPLF-3D, DIE",21-50 (Standard)
rjdrews3,50,0.92,21.6,1.9,68.0,14.0,76.0,4.0,0.0,96.0,0.0,NonInventory-Based (Digital/Services),33.1,Simple,"Y-Strainer:Y-Strainer, Check Valve:Check Valve, Parts:Parts-1 (deleted)",21-50 (Standard)
capitalabrasivesllc,50,0.98,24.8,3.0,60.0,34.0,86.0,0.0,92.0,2.0,4.0,Inventory-Based (Physical Products),35.8,Simple,"Freight, Credit card fee, GW20.3.112:GW20.3.112-HOG1920-1 SAK",21-50 (Standard)
harbertcastingrepair,10,0.1,8.6,1.2,0.0,0.0,0.0,90.0,0.0,10.0,0.0,Service-Based,1.5,Ultra-Simple,"Labor, Material, Taxable Labor",6-20 (Simple)
gulfharvest2,28,0.0,7.9,2.1,14.3,0.0,0.0,7.1,0.0,82.1,0.0,NonInventory-Based (Digital/Services),4.4,Ultra-Simple,"1001-N, 1002 - N, 1004-N",21-50 (Standard)
categorycreations,37,0.0,16.0,2.6,2.7,21.6,0.0,32.4,0.0,67.6,0.0,NonInventory-Based (Digital/Services),5.5,Ultra-Simple,"Dover Bluff Hats assorted, Category Consignment, neck gator",21-50 (Standard)
boninfantefriction2,4,0.0,10.2,1.8,0.0,0.0,0.0,25.0,75.0,0.0,0.0,Inventory-Based (Physical Products),0.3,Ultra-Simple,"Sales, Rotor, Sintered Iron Discs",1-5 (Ultra-Simple)
ezbrandsllc,50,0.08,18.3,2.1,78.0,0.0,4.0,14.0,80.0,6.0,4.0,Inventory-Based (Physical Products),16.8,Ultra-Simple,"Service Call Provided, New Machine, NON-INVENTORY:Misc part",21-50 (Standard)
armal,50,0.08,23.6,4.4,62.0,4.0,6.0,8.0,0.0,92.0,2.0,NonInventory-Based (Digital/Services),15.1,Ultra-Simple,"TRANSPORTATION - SALES, FREE OF CHARGE, SERVICE:Handling Fees - Assembly",21-50 (Standard)
heavisideindustriesinc,17,0.0,9.0,1.2,64.7,0.0,0.0,11.8,70.6,0.0,0.0,Inventory-Based (Physical Products),11.1,Ultra-Simple,"MHHK-002, Freight MHHK-002, MHH-001-RD",6-20 (Simple)
steelecomponents,50,3.04,36.3,2.0,100.0,0.0,12.0,0.0,92.0,6.0,0.0,Inventory-Based (Physical Products),40.8,Standard,"SHIPPING IN, XTREME-INV:BULLETS:PISTOL:COPPER PLATED:XB9R124, HORNADY-BULK INV:BULLETS:RIFLE:MATCH BULLETS:33388B",21-50 (Standard)
sitepieces2,50,1.8,46.9,7.1,0.0,0.0,80.0,4.0,0.0,96.0,4.0,NonInventory-Based (Digital/Services),28.0,Simple,"Litter + Recycling:Monoline Litter Bin | Single Stream, Custom:Surcharge, Benches:Monoline 6' Backed Bench w/ Arm Rests",21-50 (Standard)
worksafetyllc,5,0.0,12.6,1.8,0.0,0.0,0.0,40.0,40.0,20.0,0.0,Hybrid (Mixed),0.4,Ultra-Simple,"CapLock CL#2, Freight, Credit Adjustment",1-5 (Ultra-Simple)
thebuyingnetwork2,50,0.78,18.2,1.7,42.0,10.0,26.0,0.0,54.0,44.0,0.0,Product-Based (Mixed Inventory),20.4,Simple,"., Freight, Janitorial-:BLEACH6",21-50 (Standard)
worryfreefood,4,0.5,47.2,7.2,0.0,0.0,50.0,50.0,50.0,0.0,0.0,Hybrid (Mixed),11.2,Ultra-Simple,"Wholesale Products:Worry Free Food Waffle & Pancake Mix 1 Kilogram Case (6 Pack), Wholesale Products:Worry Free Food Waffle & Pancake Mix 1 Kilogram Case (12 Pack), Sample Reimbursement",1-5 (Ultra-Simple)
emlinc,50,0.68,13.9,1.2,44.0,0.0,66.0,18.0,72.0,2.0,0.0,Inventory-Based (Physical Products),25.0,Simple,"MultiGas Calibration, XFEDEX, Exotic Calibration",21-50 (Standard)
harborcitysupply,50,0.0,9.2,1.1,28.0,4.0,0.0,0.0,0.0,98.0,0.0,NonInventory-Based (Digital/Services),8.6,Ultra-Simple,"*NSS, TP.Q.freefreight, www freight",21-50 (Standard)
tekkometals,26,0.77,31.6,3.7,3.8,0.0,76.9,30.8,0.0,69.2,3.8,NonInventory-Based (Digital/Services),19.3,Ultra-Simple,"Karve® Reveal Panel, Building Products:Karve®  Flat Seam Panel, Freight",21-50 (Standard)
alltrussinc,1,0.0,4.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,Service-Based,0.1,Ultra-Simple,R.T.,1-5 (Ultra-Simple)
cefiro4,50,0.0,7.9,1.1,72.0,2.0,0.0,2.0,98.0,0.0,0.0,Inventory-Based (Physical Products),15.0,Ultra-Simple,"313TST, 60T225-MC, FREIGHT",21-50 (Standard)
aquaticnutritioninc,50,0.02,10.1,1.4,2.0,28.0,2.0,10.0,68.0,22.0,0.0,Product-Based (Mixed Inventory),7.5,Ultra-Simple,"Fed-X Ground, Max40M, UPS Ground",21-50 (Standard)
jellchemicals,12,0.0,6.0,1.0,25.0,0.0,0.0,0.0,41.7,0.0,0.0,Product-Based (Mixed Inventory),4.7,Ultra-Simple,"MS-408, MS-4085, SHIP",6-20 (Simple)
catsfilters,50,0.02,11.5,1.2,96.0,0.0,0.0,2.0,92.0,4.0,0.0,Inventory-Based (Physical Products),18.5,Ultra-Simple,"FREIGHT*, MISC. - PARTS, RENTAL",21-50 (Standard)
stamfordtimeandco,49,1.06,21.8,3.6,6.1,0.0,77.6,100.0,0.0,0.0,0.0,Service-Based,23.5,Simple,"w: watch, C1: Clock, pb001: omega watch",21-50 (Standard)
pneusquebecnet,50,0.42,27.4,3.7,58.0,2.0,0.0,12.0,0.0,88.0,0.0,NonInventory-Based (Digital/Services),15.7,Ultra-Simple,"Éco-taxe sur pneus neufs (6$/pneu), (CGER) Transport véhicule aller-retour, (CGER) Pose/Balancement de pneu",21-50 (Standard)
ssifiresolutions,12,0.08,20.0,2.9,8.3,0.0,8.3,41.7,50.0,8.3,8.3,Hybrid (Mixed),4.0,Ultra-Simple,"AVA _ SalesTax, FST, Greensol A-5000",6-20 (Simple)
artcofabricsnorthamericainc2,50,1.0,21.8,2.2,96.0,4.0,98.0,2.0,0.0,98.0,0.0,NonInventory-Based (Digital/Services),40.2,Standard,"COTTON:SHERRI ASSORTED COTTONS (deleted), KNITS:RS0220, BB:1.104530 (deleted)",21-50 (Standard)
mycologicalnaturalproducts,50,0.02,7.9,1.3,62.0,0.0,0.0,2.0,14.0,10.0,2.0,Product-Based (Mixed Inventory),13.4,Ultra-Simple,"GEL PACKS, Shipping, FRCH-1",21-50 (Standard)
lumasam,50,0.08,13.0,1.4,60.0,0.0,0.0,16.0,18.0,0.0,2.0,Product-Based (Mixed Inventory),13.5,Ultra-Simple,"Freight, JA3D-C1001248, JA3D-C1001245",21-50 (Standard)
silverlinejudaica,50,0.0,7.1,1.1,78.0,4.0,0.0,12.0,80.0,8.0,0.0,Inventory-Based (Physical Products),16.1,Ultra-Simple,"STBL, EMBRV, CUST-BAG",21-50 (Standard)
bandtcommunicationsinc3,13,0.31,13.1,1.5,53.8,0.0,30.8,23.1,69.2,0.0,0.0,Hybrid (Mixed),15.8,Ultra-Simple,"simPRO Sales, Standard Labor, Freight",6-20 (Simple)
larryssausage,50,0.0,7.8,1.1,92.0,18.0,0.0,0.0,18.0,0.0,0.0,Product-Based (Mixed Inventory),19.6,Ultra-Simple,"10030, 1002W, 10080",21-50 (Standard)
triteksystemsinc,50,0.44,25.7,3.2,0.0,2.0,44.0,50.0,36.0,14.0,2.0,Hybrid (Mixed),13.7,Ultra-Simple,"Annual Maintenance Agreement and Software License Renewal, Software:Annual Software License, Hardware Maintenance Coverage",21-50 (Standard)
strigliaenterprisesdemos,1,0.0,12.0,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,Inventory-Based (Physical Products),0.1,Ultra-Simple,Bike Chain31,1-5 (Ultra-Simple)
americansupplycompanyinc,50,0.0,8.0,1.1,88.0,0.0,0.0,10.0,4.0,86.0,0.0,NonInventory-Based (Digital/Services),17.2,Ultra-Simple,"NATIVE AMERICAN, SHIPPING, SOI",21-50 (Standard)
prosourcegroup,50,0.44,30.5,5.0,32.0,0.0,2.0,16.0,36.0,48.0,4.0,Product-Based (Mixed Inventory),12.0,Ultra-Simple,"Handling Surcharge, Vinyl/Scrap, Services",21-50 (Standard)
gowesttshirtcompany,50,0.02,12.4,2.4,2.0,0.0,2.0,2.0,68.0,0.0,8.0,Product-Based (Mixed Inventory),4.7,Ultra-Simple,"SS T Shirt, Hooded Sweats, Ladies SS T",21-50 (Standard)
eneconcorporation,50,0.12,9.4,1.1,62.0,0.0,0.0,0.0,0.0,2.0,4.0,Product-Based (Mixed Inventory),14.1,Ultra-Simple,"Freight, Administrative, Logistic, and, MT-100",21-50 (Standard)
helenarosejewelry,50,0.56,39.5,5.4,0.0,20.0,56.0,2.0,98.0,0.0,0.0,Inventory-Based (Physical Products),18.1,Ultra-Simple,"Pave Chunky Initial Ring (deleted), CC Service Fee, Chains:Thick Box Chain 18"" (2.2mm)",21-50 (Standard)
readyvista,50,0.0,10.2,1.7,30.0,12.0,0.0,0.0,100.0,0.0,0.0,Inventory-Based (Physical Products),9.7,Ultra-Simple,"WH-81 (150), HD-32(240), PC-2Lid",21-50 (Standard)
plasmaprocessgroup4,50,0.0,8.9,1.4,80.0,0.0,0.0,14.0,10.0,0.0,2.0,Product-Based (Mixed Inventory),16.0,Ultra-Simple,"RFN Repair Service, 504424B, Grid Cleaning MAX",21-50 (Standard)
trifunoretailsolutionsinc,50,0.52,16.4,2.1,68.0,4.0,52.0,6.0,0.0,94.0,4.0,NonInventory-Based (Digital/Services),25.9,Simple,"Item_Cost of goods sold_purchases (deleted), Item_Inventory asset (deleted), Frozen:F35000",21-50 (Standard)
uselitegear,50,0.54,17.6,2.3,82.0,0.0,0.0,4.0,2.0,94.0,2.0,NonInventory-Based (Digital/Services),19.9,Ultra-Simple,"Customer Deposits, Shipping, Credit Card Processing Fees",21-50 (Standard)
legacysipsllc,14,0.5,24.7,4.2,0.0,7.1,50.0,7.1,92.9,0.0,7.1,Inventory-Based (Physical Products),12.7,Ultra-Simple,"Credit Card Fee, Yellow Tea, Purple Tea",6-20 (Simple)
dtsdirect,50,0.84,21.9,1.9,94.0,2.0,80.0,6.0,92.0,2.0,2.0,Inventory-Based (Physical Products),35.9,Simple,"LABOR, Install Accessory:TJ22-3002, Install Accessory:DSDW3860EL",21-50 (Standard)
candhaggregatesllc,50,0.02,8.5,1.2,72.0,2.0,0.0,14.0,50.0,16.0,2.0,Product-Based (Mixed Inventory),15.1,Ultra-Simple,"1106C5, FREIGHTTON-SUB, 1200SA",21-50 (Standard)
africanchoicemarketltd,50,0.06,16.1,2.8,0.0,20.0,0.0,66.0,2.0,32.0,0.0,Service-Based,6.4,Ultra-Simple,"Yam box, Oloyin Beans (50LB), Tripe Box 50lb (deleted)",21-50 (Standard)
ultimax,50,0.66,19.2,2.0,58.0,0.0,66.0,6.0,0.0,94.0,0.0,NonInventory-Based (Digital/Services),27.0,Simple,"Invoices from Ultimax (deleted), Invoices from DM (deleted), Final Product:Banner",21-50 (Standard)
emeryallen2,50,0.0,21.1,1.1,92.0,0.0,0.0,2.0,98.0,0.0,0.0,Inventory-Based (Physical Products),17.8,Ultra-Simple,"EA-G9-4.5W-001-309F-D, EA-G9-5.0W-001-309F-D, EA-G9-4.5W-001-279F-D",21-50 (Standard)
rakit3,50,2.18,31.7,2.3,86.0,6.0,86.0,6.0,82.0,2.0,0.0,Inventory-Based (Physical Products),44.9,Standard,"Fire Alarm:Unipos:DB8000, Fire Alarm:Unipos:CONVENTIONAL:FD8030, FD8030+DB8000",21-50 (Standard)
brandxmetalsinc2,50,0.06,11.6,2.5,46.0,0.0,0.0,2.0,92.0,2.0,4.0,Inventory-Based (Physical Products),11.3,Ultra-Simple,"CUSTOM, FREIGHT, DS 875 C",21-50 (Standard)
suitepieces,9,0.44,30.3,3.9,0.0,0.0,22.2,55.6,22.2,22.2,11.1,Service-Based,7.0,Ultra-Simple,"Custom draperies, Norwalk Custom Order Furniture -  Pillows, Design:Custom Upholstery:Norwalk Custom Order Furniture -  Pillows",6-20 (Simple)
c4effects,50,0.88,14.1,1.4,32.0,2.0,88.0,24.0,0.0,76.0,6.0,NonInventory-Based (Digital/Services),28.1,Simple,"Square Item, Square Line Discount, Digital Setup:Setup",21-50 (Standard)
flplumbing,50,0.0,10.0,1.5,92.0,0.0,0.0,0.0,96.0,0.0,0.0,Inventory-Based (Physical Products),17.8,Ultra-Simple,"FREIGHT, 01850181, 002029 00 00",21-50 (Standard)
sacredstudiosinc,50,0.86,31.9,5.7,0.0,0.0,86.0,8.0,50.0,42.0,2.0,Product-Based (Mixed Inventory),22.6,Simple,"Processing Fee, SJ Choc:Indiv. Butterfinger Bar, SJ Choc:Indiv. Strawberry Bar",21-50 (Standard)
