Account Name,Cancellation Reason,Cancellation Reason Other,Tenure_Months,Last Invoice $,Reason_Clean,Category
inhomeus,Using another CRM Product,"don't need any longer, we have Prophet21 with build in CRM module  ",23.8,342.0,"don't need any longer, we have Prophet21 with build in CRM module",UX/UI Issues
reliabletradinginc,No longer using QuickBooks,"Customer migrated from MethodCRM to Odoo due to lower cost and greater customization flexibility. Odoo s self-hosted setup removed the need for Method as a middleware between their system and QuickBooks. Customer remains satisfied with Method and will recommend it to other QuickBooks users.

The biggest issue was QB pricing increases",109.8,340.0,"Customer migrated from MethodCRM to Odoo due to lower cost and greater customization flexibility. Odoo s self-hosted setup removed the need for Method as a middleware between their system and QuickBooks. Customer remains satisfied with Method and will recommend it to other QuickBooks users.

The biggest issue was QB pricing increases",Poor Customization
precyseinc,,We simply are not using Method enough to justify the cost.,4.1,335.0,We simply are not using Method enough to justify the cost.,Price/Value
glfast,Other - please specify,"John had shared 1. Method cannot pull QB inventory quantity or location

Still need to use QB for this 2. Sync issue when credit limit is 0.00 or exceeded  3. Cannot have multiple “Ship To” locations in drop down menu like QB. Must enter alternate Ship To’s manually",5.5,333.0,"John had shared 1. Method cannot pull QB inventory quantity or location

Still need to use QB for this 2. Sync issue when credit limit is 0.00 or exceeded  3. Cannot have multiple “Ship To” locations in drop down menu like QB. Must enter alternate Ship To’s manually",Integration Issues
bdgsafety,"Failure to adopt, train, and engage CRM users",We just did not like it. system did not meet our expectations,6.9,332.0,We just did not like it. system did not meet our expectations,Uncategorized
memmertusa3,Other - please specify,"Good morning, as of now we are exploring other options.",1.2,328.0,"Good morning, as of now we are exploring other options.",Uncategorized
phillycase2,Tech Issue - Applications & Sync,"Unfortunately this issue (https://method.atlassian.net/browse/PL-33237) had caused Method to be unusable by Boyd and team since inception. They have worked with both our Support team and Mahlon with hopes to resolve the issue, however with the platform limitation they are choosing to cancel.",16.8,327.0,"Unfortunately this issue (https://method.atlassian.net/browse/PL-33237) had caused Method to be unusable by Boyd and team since inception. They have worked with both our Support team and Mahlon with hopes to resolve the issue, however with the platform limitation they are choosing to cancel.",Uncategorized
zvoxaudio,Other - please specify,We mainly used Method as an RMA database and we have recently moved to another system so we no longer need Method. We have been very pleased with your services and would recommend you to others.,103.4,325.0,We mainly used Method as an RMA database and we have recently moved to another system so we no longer need Method. We have been very pleased with your services and would recommend you to others.,Competitor Loss
americanrootswear,"Failure to adopt, train, and engage CRM users",It was originally intended for your sales team and the sales team is not there anymore thus the reason for this cancellation. Asked them that I can help them with additional training for users who are with the company but they declined,23.3,325.0,It was originally intended for your sales team and the sales team is not there anymore thus the reason for this cancellation. Asked them that I can help them with additional training for users who are with the company but they declined,Uncategorized
prohospitalsupply,Not using their Method Account,We're just not ready - nobody is using it yet and we're paying for nothing. ----------They're a new company that provideshospital with supplies supplies (new company)They were interested in leveraging the signature widget to approve orders. They also wasnted the ability to search customers based on certain items that they have purchased in the past.,3.0,322.0,We're just not ready - nobody is using it yet and we're paying for nothing. ----------They're a new company that provideshospital with supplies supplies (new company)They were interested in leveraging the signature widget to approve orders. They also wasnted the ability to search customers based on certain items that they have purchased in the past.,Uncategorized
